sample,Category,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV28,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV35,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-5,TRAV8-6,TRAV9-1,TRAV9-2
BW_15__TRA.csv,before,0.0879948518721548,0.0992921324212884,0.0171286475836372,0.0212280827196097,0.0299433547044196,0.0133390534753835,0.1105338004782674,0.0162626816343717,0.01843951347014,0.0181932295763122,0.0263205980726299,,0.0583295596285085,0.0517116730621032,0.0048621207426651,0.0308649331458397,0.0333436613675906,0.0223323879209667,0.0136647837865751,0.0098751896783214,0.0172319279262101,0.0123300839748631,0.0105981520763321,,0.0485338163675509,0.0193690365532966,0.0024787282217508,0.0008580213075291,0.0096289057844936,0.0041232690611816,0.0043059958211184,0.0087073273430734,0.000127114267782,0.0114243948169157,0.0003018963859824,0.0035750887813714,0.0432109064041757,0.0072693471887885,7.944641736380897e-06,0.0060538170031222,0.0113528930412883,0.0220940486688752,0.0142447426333309,,0.0087708844769645,3.972320868190449e-05,0.0497016787027988
BW_1__TRA.csv,before,0.0046255133578898,0.0131991193530632,0.0347495660273508,0.0120136330920022,0.0469748930945425,0.0230640585968923,0.0518861933189381,0.0151784580210847,0.0191477200558872,0.0080443710571997,0.0784326178076972,,0.3557093865108599,0.0151890427198441,0.0208201024598839,0.0196452008975824,0.0089652398492738,0.0018523222829078,0.0036834751682967,0.0127439773064058,0.0216774630594013,0.0063719886532029,0.0078009229857318,,0.0167661628350057,0.0095685676785638,0.0034188576993098,0.0040645243236377,0.0167873322325246,0.0041703713112324,0.0050277319107498,0.0097802616537533,0.0002540327702273,0.0114526440577501,0.0003492950590626,0.0107328845421059,0.0212752445065413,0.0064143274482408,,0.0273191074982006,0.0076315678055802,0.01265929971633,0.0148820864558194,,0.0062238028705703,2.116939751894661e-05,0.0294254625513357
BW_2__TRA.csv,before,0.0110152784622966,0.0246673238048299,0.0111631345490389,0.0167077378018728,0.0562345983242976,0.0734351897486446,0.0638491867915229,0.0192705766387382,0.0260719566288812,0.012074913750616,0.1369147363233119,,0.0469196648595367,0.021217348447511,0.009807787087235,0.0379497289305076,0.0263430261212419,0.0309758501724987,0.0100295712173484,0.0243716116313454,0.0553721044849679,0.0061360275998028,0.015352390340069,,0.0169788072942336,0.0106456382454411,0.0048053228191227,0.0017249876786594,0.0136274026614095,0.0084277969443075,0.0127156234598324,0.0189502217841301,0.0003942828979793,0.01123706259241,0.0008132084770823,0.0241251848201084,0.0121488417939871,0.0128634795465746,4.928536224741252e-05,0.0144898965007392,0.0088713652045342,0.0238787580088713,0.0184080827994085,,0.0119763430261212,9.857072449482504e-05,0.0368900936421882
BW_5__TRA.csv,before,0.0110622961170156,0.0346864148163737,0.012614437546038,0.0184152372934862,0.0753051667894349,0.0208618331053351,0.0643217931179627,0.0204803746185415,0.0194938440492476,0.009707460801852,0.0976007576554772,,0.0722798063769336,0.0188887719667473,0.0100889192886456,0.0306876775755024,0.0098784594338629,0.0245317268231084,0.0222035146795748,0.0156003367357676,0.0756208565716089,0.0066557929075028,0.0209933705145743,,0.0173892455014206,0.0138377354519625,0.0030253604125013,0.001933599915816,0.0116279069767441,0.0064453330527201,0.0055640324108176,0.0097863832473955,0.0002762285594022,0.0157844891087025,0.0001973061138587,0.005327265074187,0.0275439334946858,0.0254524886877828,,0.0253735662422392,0.0167184047143007,0.0352388719351783,0.0205198358413132,,0.0173892455014206,0.0001052299273913,0.0484846890455645
BW_8__TRA.csv,before,0.1395302773061686,0.0919071873231465,0.0058007923033389,0.1336445953593661,0.0381720430107526,0.0201754385964912,0.0406621392190152,0.0077815506508206,0.0336162988115449,0.0206281833616298,0.0104980192416525,,0.1160158460667798,0.0192416525183927,0.0020939445387662,0.047283531409168,0.0023486134691567,0.0043010752688172,0.0103848330503678,0.0016694963214487,0.0171477079796264,0.0007074136955291,0.0153084323712507,,0.0148839841539332,0.0403791737408036,0.0260611205432937,0.0001414827391058,0.0061969439728353,0.0018109790605546,0.003254102999434,0.0049235993208828,2.829654782116582e-05,0.0146010186757215,5.659309564233164e-05,0.0030277306168647,0.0179400113186191,0.01092246745897,,0.0057159026598754,0.0183927560837577,0.0086587436332767,0.0077249575551782,,0.0052631578947368,,0.0310979060554612
BW_11__TRA.csv,before,0.0216222064232944,0.0260424716392074,0.0124725665358103,0.0275725634447157,0.0525176965163364,0.053460480356094,0.0589626286668109,0.0194893511792525,0.0286699020123025,0.0215603845321628,0.0527495286080801,,0.1198417359587029,0.0260270161664245,0.0097833142715835,0.0798120614509597,0.0116070600599672,0.002457420172483,0.0215758400049457,0.010046057308893,0.0306327470557324,0.0095514821798398,0.0149608976538592,,0.0182683688294024,0.019937559889957,0.0030447281382337,0.0018237457883836,0.0077277363914562,0.007758647337022,0.001931934097864,0.0089641742140892,0.0001545547278291,0.0353312107817378,0.0004327532379215,0.0045284535253933,0.0174028623535593,0.0091341844147012,,0.0132144292293901,0.0117152483694476,0.0310964112392198,0.0188093103768044,,0.0184074680844487,7.727736391456215e-05,0.0588235294117647
BW_12__TRA.csv,before,0.0103911927244245,0.0273965449719333,0.0140550889865541,0.022540359427353,0.0509029198033157,0.0944780470823724,0.0677864322701362,0.0175275227361733,0.0312954179539619,0.0155954919281145,0.0380575257821678,,0.0157521430747138,0.0328967407858665,0.0127757712893259,0.0821983377572777,0.0150472129150167,0.0309995213437187,0.0076323919759801,0.0133675645098124,0.0460293285757799,0.007501849353814,0.0196858274226534,,0.0183978068839476,0.0134981071319785,0.0053087333014229,0.0012009921239284,0.0106870893346677,0.0084765675993211,0.0057003611679213,0.0195639876419651,0.0001914625125103,0.0209303337539706,0.0009399068795961,0.0059527435707758,0.0131848048387798,0.0161002567338235,3.481136591096993e-05,0.0205213002045167,0.0200165353988077,0.0251686175536312,0.0336190766285192,,0.0129498281188808,0.0001740568295548,0.073469387755102
BW_13__TRA.csv,before,0.092390502875682,0.1106584574546527,0.0144337118419112,0.0185628963279752,0.0318537088924937,0.0134014157203952,0.0947500368677186,0.0167379442560094,0.0211805043503908,0.0162402300545642,0.0240561864031853,,0.0393009880548591,0.0475777908862999,0.0070786019761097,0.0364068721427518,0.0231160595782333,0.0273742810794868,0.0164430025070048,0.0096224745612741,0.0177702403775254,0.0105626013862262,0.0125350243326942,,0.031743105736617,0.0265263235510986,0.003613036425306,0.0010875976994543,0.0102123580592832,0.0055485916531485,0.004811237280637,0.0112815218994248,7.37354372511429e-05,0.0100095856068426,0.0004055449048812,0.004129184486064,0.0419001622179619,0.0105994691048517,,0.0075394484589293,0.0145811827164135,0.0283512756230644,0.0182863884382834,,0.0102492257779088,3.686771862557145e-05,0.0569606252765078
BW_4__TRA.csv,after,0.008647584431319,0.0376646978646069,0.0117825230955626,0.0185521732545812,0.0941087384522186,0.0226412236862032,0.0561260033318188,0.0384522186884749,0.0435711040436165,0.0088596092685143,0.0532788126609117,1.5144631228229593e-05,0.121111615932152,0.0134787217931243,0.0144631228229592,0.0298349235196122,0.0184310162047554,0.0204906860517946,0.0385127972133878,0.0177949416931697,0.0290171134332879,0.0115250643646827,0.0265939724367711,,0.0201272149023171,0.0269574435862486,0.0037558685446009,0.0017567772224746,0.0117976677267908,0.007193699833409,0.0064970467969104,0.014781160078752,0.0001211570498258,0.0110101469029229,0.0003028926245645,0.0084204149628956,0.0131758291685597,0.0089504770558836,,0.0204603967893381,0.0098742995608056,0.0201726487960018,0.0223231864304104,,0.0135847342117219,6.057852491291837e-05,0.0437225503558988
BW_17__TRA.csv,after,0.0056883250902958,0.023344785492254,0.0105586388291111,0.0180340041026415,0.0367475868665131,0.0578396949446898,0.0796239664741193,0.0308956595059211,0.0534727728067857,0.013289538264054,0.0357533884547136,1.258479002277847e-05,0.016473490139817,0.0187890915040082,0.0115780068209561,0.043908332389474,0.0123582638023684,0.0131385207837807,0.0083185462050565,0.0245655101244635,0.0170020513207737,7.550874013667082e-05,0.0181976063729376,,0.0441726129799524,0.0158190810586325,0.0071229911528926,0.0014346660625967,0.0153660286178125,0.0066195995519814,0.0091365575565371,0.0320660449780395,0.0003775437006833,0.105435370810838,0.0007802569814122,0.0106341475692478,0.0196448572255571,0.0128239010332112,6.292395011389235e-05,0.0184870565434615,0.0120813984218673,0.0295490869734838,0.0254590302160808,,0.0201734184065138,0.0001006783201822,0.0629868740640062
